id,filepath,start_sec,end_sec,label,gps_lat,gps_lon,recorder_id,sample_rate
snow_leopard_0099,data\raw\snow_leopard_0099.wav,0.0,2.5336722822381246,snow_leopard,27.362975001850977,86.54717949810285,recorder_008,44100
chainsaw_0064,data\raw\chainsaw_0064.wav,0.0,2.0583972828568293,chainsaw,28.25476179479729,87.86474643672045,recorder_004,44100
background_0075,data\raw\background_0075.wav,0.0,2.053014574204116,background,27.877994176661186,86.07910047089216,recorder_007,44100
background_0084,data\raw\background_0084.wav,0.0,2.676684549670947,background,27.170759393163717,87.08672894425169,recorder_001,44100
gunshot_0071,data\raw\gunshot_0071.wav,0.0,1.8573565443312772,gunshot,28.401205313061542,86.48381425914768,recorder_006,44100
gunshot_0099,data\raw\gunshot_0099.wav,0.0,1.7124779169680577,gunshot,27.641289187793916,87.00131928087562,recorder_010,44100
gunshot_0040,data\raw\gunshot_0040.wav,0.0,2.7684444401801485,gunshot,28.34130726985903,87.8344590414938,recorder_010,44100
snow_leopard_0048,data\raw\snow_leopard_0048.wav,0.0,1.7965457375916813,snow_leopard,28.270067360045733,86.17966982987868,recorder_008,44100
chainsaw_0094,data\raw\chainsaw_0094.wav,0.0,1.775854183323958,chainsaw,27.236644996222182,86.95024223614446,recorder_001,44100
chainsaw_0039,data\raw\chainsaw_0039.wav,0.0,1.7674413522525958,chainsaw,28.256698392906603,87.04306231506705,recorder_006,44100
snow_leopard_0045,data\raw\snow_leopard_0045.wav,0.0,1.7996884682004273,snow_leopard,28.269492406752498,86.64463657279849,recorder_010,44100
wolf_0009,data\raw\wolf_0009.wav,0.0,2.8303518041944082,wolf,27.535357688737598,86.87457099629616,recorder_003,44100
gunshot_0075,data\raw\gunshot_0075.wav,0.0,2.00649502263268,gunshot,27.90212083602069,87.05882856322472,recorder_004,44100
background_0023,data\raw\background_0023.wav,0.0,1.969161360929325,background,27.032341789571564,87.63977422992154,recorder_005,44100
snow_leopard_0088,data\raw\snow_leopard_0088.wav,0.0,2.465405715569561,snow_leopard,27.015209305191576,87.77710603404795,recorder_010,44100
snow_leopard_0031,data\raw\snow_leopard_0031.wav,0.0,1.8972465812008374,snow_leopard,28.353006536900995,87.25735527175918,recorder_002,44100
background_0072,data\raw\background_0072.wav,0.0,1.8040025393590764,background,28.41272590749559,87.521992286575,recorder_009,44100
tiger_0098,data\raw\tiger_0098.wav,0.0,2.2699776492197543,tiger,27.084680402541117,86.75700441116417,recorder_005,44100
background_0086,data\raw\background_0086.wav,0.0,1.6002908518897572,background,27.079395536218076,87.01911013717229,recorder_003,44100
chainsaw_0046,data\raw\chainsaw_0046.wav,0.0,2.2757589614379867,chainsaw,28.185351302454418,87.77119735425237,recorder_010,44100
wolf_0084,data\raw\wolf_0084.wav,0.0,2.949289824658307,wolf,27.717536913172168,87.03616930792091,recorder_005,44100
background_0092,data\raw\background_0092.wav,0.0,2.478634760452686,background,28.091279073814857,87.66351734798303,recorder_005,44100
snow_leopard_0077,data\raw\snow_leopard_0077.wav,0.0,2.414780399642315,snow_leopard,28.159221315849127,87.66481443478224,recorder_007,44100
snow_leopard_0053,data\raw\snow_leopard_0053.wav,0.0,1.651396463752592,snow_leopard,27.847745610782624,87.10266252494534,recorder_007,44100
chainsaw_0052,data\raw\chainsaw_0052.wav,0.0,1.8663106309984077,chainsaw,28.35387627104808,86.773475796738,recorder_003,44100
snow_leopard_0096,data\raw\snow_leopard_0096.wav,0.0,2.328578144108681,snow_leopard,27.350166763003692,87.15291877527179,recorder_003,44100
wolf_0075,data\raw\wolf_0075.wav,0.0,1.5998743993531452,wolf,27.545518751198202,87.11172568022234,recorder_003,44100
wolf_0092,data\raw\wolf_0092.wav,0.0,2.0521723832319214,wolf,27.959939229918927,87.64442749699825,recorder_008,44100
tiger_0096,data\raw\tiger_0096.wav,0.0,2.229963783146872,tiger,27.353322036934188,86.73381716959912,recorder_003,44100
wolf_0068,data\raw\wolf_0068.wav,0.0,2.139376091943389,wolf,27.59080144100595,86.2572371326521,recorder_010,44100
wolf_0015,data\raw\wolf_0015.wav,0.0,2.6019931051941403,wolf,27.900916450153595,87.48760291617211,recorder_008,44100
tiger_0004,data\raw\tiger_0004.wav,0.0,2.0169561719548903,tiger,27.3718244878919,87.87279664642378,recorder_003,44100
snow_leopard_0058,data\raw\snow_leopard_0058.wav,0.0,2.238545792628617,snow_leopard,27.56386380064593,87.15999637563262,recorder_001,44100
wolf_0088,data\raw\wolf_0088.wav,0.0,1.9069348639105712,wolf,27.91701027558308,86.61913212020687,recorder_010,44100
chainsaw_0097,data\raw\chainsaw_0097.wav,0.0,2.940087290873542,chainsaw,28.45418224288185,86.63531219315298,recorder_005,44100
snow_leopard_0017,data\raw\snow_leopard_0017.wav,0.0,1.969015418475279,snow_leopard,27.95065128870281,87.84034013603555,recorder_004,44100
gunshot_0082,data\raw\gunshot_0082.wav,0.0,1.8584146653992295,gunshot,27.195725425129567,87.58107372119491,recorder_008,44100
chainsaw_0005,data\raw\chainsaw_0005.wav,0.0,1.83504205808197,chainsaw,27.382700592694633,86.96633838581339,recorder_010,44100
wolf_0033,data\raw\wolf_0033.wav,0.0,2.5370737787498707,wolf,27.486629113445137,87.43993260744806,recorder_009,44100
wolf_0000,data\raw\wolf_0000.wav,0.0,2.834774296756131,wolf,27.60364679984304,86.36146043236202,recorder_005,44100
background_0093,data\raw\background_0093.wav,0.0,2.7295262247671994,background,27.851407011624538,86.72663430456265,recorder_005,44100
background_0031,data\raw\background_0031.wav,0.0,1.9476121323333455,background,27.32940189526924,87.21410105922308,recorder_006,44100
gunshot_0053,data\raw\gunshot_0053.wav,0.0,2.5869154423568217,gunshot,28.15936279909362,87.14870552427581,recorder_009,44100
gunshot_0032,data\raw\gunshot_0032.wav,0.0,2.328051834687207,gunshot,28.36465813001113,86.35061343298574,recorder_004,44100
background_0034,data\raw\background_0034.wav,0.0,2.693212849343329,background,27.490032811425788,86.17513385003468,recorder_003,44100
tiger_0044,data\raw\tiger_0044.wav,0.0,2.787300330817237,tiger,27.336722008491463,86.66163806954143,recorder_010,44100
wolf_0022,data\raw\wolf_0022.wav,0.0,2.598390900170588,wolf,27.88237790926414,87.30470883725658,recorder_005,44100
chainsaw_0040,data\raw\chainsaw_0040.wav,0.0,2.343804816563952,chainsaw,28.18270064272616,87.54799778379201,recorder_007,44100
snow_leopard_0016,data\raw\snow_leopard_0016.wav,0.0,1.9688918616597044,snow_leopard,28.13607510550313,87.11352144605483,recorder_007,44100
wolf_0089,data\raw\wolf_0089.wav,0.0,2.8936376808160236,wolf,28.160287722783792,87.7468213892918,recorder_004,44100
gunshot_0065,data\raw\gunshot_0065.wav,0.0,2.101952598341918,gunshot,27.880784560078535,86.44431782392314,recorder_004,44100
tiger_0011,data\raw\tiger_0011.wav,0.0,2.3188130700679244,tiger,28.26979503724657,86.1252576667829,recorder_002,44100
wolf_0018,data\raw\wolf_0018.wav,0.0,1.8349865946587565,wolf,28.285509316968838,86.20571253843494,recorder_002,44100
chainsaw_0007,data\raw\chainsaw_0007.wav,0.0,1.6847359699612967,chainsaw,27.157376920179484,87.469932178452,recorder_010,44100
gunshot_0020,data\raw\gunshot_0020.wav,0.0,1.6012649660992546,gunshot,28.192122761201016,86.25774038623665,recorder_005,44100
snow_leopard_0044,data\raw\snow_leopard_0044.wav,0.0,2.489660953626691,snow_leopard,27.080774888559354,87.63198607789792,recorder_002,44100
tiger_0089,data\raw\tiger_0089.wav,0.0,2.5480844446627913,tiger,28.47913525403183,87.22483533795955,recorder_003,44100
tiger_0074,data\raw\tiger_0074.wav,0.0,2.950195625139829,tiger,27.885451182491295,87.92034165033111,recorder_003,44100
background_0041,data\raw\background_0041.wav,0.0,1.682013792162365,background,27.06538915906003,86.86708389849194,recorder_002,44100
gunshot_0060,data\raw\gunshot_0060.wav,0.0,1.584549545944117,gunshot,27.50397172124757,87.22318314753754,recorder_005,44100
tiger_0050,data\raw\tiger_0050.wav,0.0,2.537524172318033,tiger,28.1806224925869,86.04065511025476,recorder_007,44100
tiger_0087,data\raw\tiger_0087.wav,0.0,1.821338318926378,tiger,27.413331720605115,87.51661609412582,recorder_005,44100
background_0028,data\raw\background_0028.wav,0.0,2.479943422734803,background,28.16806225766142,87.11849527531002,recorder_010,44100
chainsaw_0000,data\raw\chainsaw_0000.wav,0.0,2.6692228671374303,chainsaw,28.353316741184425,86.32350170443978,recorder_004,44100
snow_leopard_0067,data\raw\snow_leopard_0067.wav,0.0,2.4437755737288995,snow_leopard,27.453515402142777,87.56701651395895,recorder_010,44100
wolf_0054,data\raw\wolf_0054.wav,0.0,2.386810817383777,wolf,28.008443755233838,87.30666974405162,recorder_009,44100
chainsaw_0093,data\raw\chainsaw_0093.wav,0.0,2.3794684637985952,chainsaw,28.144395910946862,86.62600586259045,recorder_001,44100
wolf_0046,data\raw\wolf_0046.wav,0.0,2.956515201732424,wolf,28.37234180054455,87.94103365906822,recorder_002,44100
wolf_0093,data\raw\wolf_0093.wav,0.0,2.643801026895914,wolf,28.043317380329707,86.31672932404983,recorder_003,44100
tiger_0064,data\raw\tiger_0064.wav,0.0,2.6952508437826728,tiger,27.554921332684778,86.50466711672478,recorder_007,44100
snow_leopard_0008,data\raw\snow_leopard_0008.wav,0.0,1.665478968360925,snow_leopard,27.575030815371935,86.7014444925882,recorder_009,44100
tiger_0072,data\raw\tiger_0072.wav,0.0,2.1853719617321725,tiger,27.06569975939066,86.16530879208129,recorder_002,44100
background_0099,data\raw\background_0099.wav,0.0,2.4769571970581645,background,28.082324053743875,87.26325369831126,recorder_003,44100
chainsaw_0079,data\raw\chainsaw_0079.wav,0.0,1.947253949240841,chainsaw,27.145359001139138,87.0835603790084,recorder_001,44100
chainsaw_0036,data\raw\chainsaw_0036.wav,0.0,2.1227738658401805,chainsaw,27.047135787077224,86.92874285317052,recorder_006,44100
gunshot_0083,data\raw\gunshot_0083.wav,0.0,2.7173806574974093,gunshot,27.871999039173527,87.35871783418165,recorder_009,44100
gunshot_0080,data\raw\gunshot_0080.wav,0.0,2.386796800367856,gunshot,27.493564282707986,87.66031468198895,recorder_006,44100
chainsaw_0062,data\raw\chainsaw_0062.wav,0.0,2.11719591350938,chainsaw,27.84247075688078,86.6378954996432,recorder_008,44100
gunshot_0094,data\raw\gunshot_0094.wav,0.0,1.5982627214936356,gunshot,27.734343163495296,86.18094989732865,recorder_004,44100
tiger_0065,data\raw\tiger_0065.wav,0.0,1.9496176361758777,tiger,28.225796063766275,86.9159124077272,recorder_006,44100
chainsaw_0080,data\raw\chainsaw_0080.wav,0.0,2.5593080020396206,chainsaw,27.158874708585163,86.844892106703,recorder_008,44100
background_0017,data\raw\background_0017.wav,0.0,2.604698570122612,background,27.499884992797575,87.93139246839146,recorder_002,44100
wolf_0069,data\raw\wolf_0069.wav,0.0,2.01933076660764,wolf,27.78744298031007,87.57201714451888,recorder_008,44100
tiger_0031,data\raw\tiger_0031.wav,0.0,1.5521188260602616,tiger,27.880712269629353,86.29463077231608,recorder_006,44100
chainsaw_0003,data\raw\chainsaw_0003.wav,0.0,2.633098438658873,chainsaw,28.089691401833566,87.95705913413087,recorder_006,44100
tiger_0078,data\raw\tiger_0078.wav,0.0,1.5421511448284586,tiger,27.550697169174402,86.81707767727833,recorder_007,44100
chainsaw_0072,data\raw\chainsaw_0072.wav,0.0,2.2828506834602678,chainsaw,28.2598010998205,86.93389198790882,recorder_010,44100
gunshot_0050,data\raw\gunshot_0050.wav,0.0,2.6164634097479293,gunshot,27.168879650958,87.45760957043277,recorder_006,44100
background_0009,data\raw\background_0009.wav,0.0,1.5759151250558538,background,27.906817117541287,87.07121911638367,recorder_005,44100
snow_leopard_0049,data\raw\snow_leopard_0049.wav,0.0,2.705811936525107,snow_leopard,27.02825833556926,87.3686355823886,recorder_001,44100
snow_leopard_0024,data\raw\snow_leopard_0024.wav,0.0,2.4120867889885935,snow_leopard,28.14470186662292,87.5024493002934,recorder_002,44100
chainsaw_0028,data\raw\chainsaw_0028.wav,0.0,1.6393880095382443,chainsaw,27.89491814227395,86.10464646852988,recorder_007,44100
chainsaw_0065,data\raw\chainsaw_0065.wav,0.0,2.0679426194744157,chainsaw,27.52248996524445,86.2420417750981,recorder_008,44100
snow_leopard_0085,data\raw\snow_leopard_0085.wav,0.0,2.5603092549625908,snow_leopard,27.065848156046627,86.07797751663824,recorder_002,44100
tiger_0027,data\raw\tiger_0027.wav,0.0,2.3898517614058483,tiger,28.40428844038096,87.83965310378036,recorder_008,44100
tiger_0091,data\raw\tiger_0091.wav,0.0,2.197908668629939,tiger,28.164870677474525,86.15432557336635,recorder_003,44100
tiger_0047,data\raw\tiger_0047.wav,0.0,2.7069102747227065,tiger,28.283195288087022,87.68956101797023,recorder_002,44100
tiger_0090,data\raw\tiger_0090.wav,0.0,2.9276422260054145,tiger,27.998463423596867,86.94280786390891,recorder_003,44100
tiger_0049,data\raw\tiger_0049.wav,0.0,2.6376644572182077,tiger,28.32875323522817,87.31223485822396,recorder_008,44100
chainsaw_0043,data\raw\chainsaw_0043.wav,0.0,2.230367809661857,chainsaw,27.35929619049602,86.75169332765893,recorder_009,44100
background_0051,data\raw\background_0051.wav,0.0,1.6209859300261553,background,28.321352833792893,86.02772321456185,recorder_006,44100
background_0052,data\raw\background_0052.wav,0.0,2.9348880613004007,background,27.254313600829615,86.96574236808793,recorder_006,44100
background_0050,data\raw\background_0050.wav,0.0,2.072533314789039,background,27.84901840849633,86.02675477132466,recorder_002,44100
